Country,Indicator,Gender,Age,Poverty_Rating,Residence,Maternal_Education,Year,Observation_Value
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, 24 to 29 months old,Poor,Suburban,No education,2001-01-01,1.1
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, 24 to 29 months old,Poor,Suburban,No education,2004-01-01,5.8
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, 24 to 35 months old,Poor,Suburban,No education,2000-01-01,1.0
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, 24 to 35 months old,Poor,Suburban,No education,2001-01-01,1.0
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, 24 to 35 months old,Poor,Suburban,No education,2004-01-01,5.9
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, 24 to 35 months old,Poor,Suburban,No education,2007-01-01,8.2
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, 24 to 35 months old,Poor,Suburban,No education,2010-01-01,6.4
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, 24 to 35 months old,Poor,Suburban,No education,2013-01-01,7.6
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, 24 to 59 months old,Poor,Suburban,No education,2000-01-01,0.9
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, 24 to 59 months old,Poor,Suburban,No education,2001-01-01,0.8
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, 24 to 59 months old,Poor,Suburban,No education,2004-01-01,4.4
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, 30 to 35 months old,Poor,Suburban,No education,2000-01-01,0.8
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, 30 to 35 months old,Poor,Suburban,No education,2001-01-01,0.9
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, 30 to 35 months old,Poor,Suburban,No education,2004-01-01,6.0
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, 36 to 41 months old,Poor,Suburban,No education,2000-01-01,0.8
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, 36 to 41 months old,Poor,Suburban,No education,2001-01-01,0.8
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, 36 to 41 months old,Poor,Suburban,No education,2004-01-01,7.5
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, 36 to 47 months old,Poor,Suburban,No education,2000-01-01,0.8
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, 36 to 47 months old,Poor,Suburban,No education,2001-01-01,0.8
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, 36 to 47 months old,Poor,Suburban,No education,2004-01-01,5.9
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, 36 to 47 months old,Poor,Suburban,No education,2007-01-01,6.8
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, 36 to 47 months old,Poor,Suburban,No education,2010-01-01,4.9
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, 36 to 47 months old,Poor,Suburban,No education,2013-01-01,6.0
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, 42 to 47 months old,Poor,Suburban,No education,2000-01-01,0.9
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, 42 to 47 months old,Poor,Suburban,No education,2001-01-01,0.8
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, 42 to 47 months old,Poor,Suburban,No education,2004-01-01,1.8
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, 48 to 53 months old,Poor,Suburban,No education,2000-01-01,0.7
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, 48 to 53 months old,Poor,Suburban,No education,2001-01-01,0.7
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, 48 to 53 months old,Poor,Suburban,No education,2004-01-01,1.5
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, 48 to 59 months old,Poor,Suburban,No education,2000-01-01,0.7
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, 48 to 59 months old,Poor,Suburban,No education,2001-01-01,0.6
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, 48 to 59 months old,Poor,Suburban,No education,2004-01-01,1.1
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, 48 to 59 months old,Poor,Suburban,No education,2007-01-01,6.3
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, 48 to 59 months old,Poor,Suburban,No education,2010-01-01,4.2
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, 48 to 59 months old,Poor,Suburban,No education,2013-01-01,5.5
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, 54 to 59 months old,Poor,Suburban,No education,2000-01-01,0.7
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, 54 to 59 months old,Poor,Suburban,No education,2001-01-01,0.4
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, 54 to 59 months old,Poor,Suburban,No education,2004-01-01,0.0
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, 6 to 11 months old,Poor,Suburban,No education,2000-01-01,1.1
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, 6 to 11 months old,Poor,Suburban,No education,2001-01-01,1.1
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, 6 to 11 months old,Poor,Suburban,No education,2004-01-01,8.8
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, 6 to 11 months old,Poor,Suburban,No education,2007-01-01,7.2
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, 6 to 11 months old,Poor,Suburban,No education,2010-01-01,5.8
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, 6 to 11 months old,Poor,Suburban,No education,2013-01-01,9.2
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, Under 5 years old,Poor,Suburban,No education,2000-01-01,1.1
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, Under 5 years old,Poor,Suburban,No education,2001-01-01,1.0
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, Under 5 years old,Poor,Suburban,No education,2004-01-01,5.2
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, Under 5 years old,Poor,Suburban,No education,2007-01-01,7.4
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, Under 5 years old,Poor,Suburban,No education,2010-01-01,5.7
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, Under 5 years old,Poor,Suburban,No education,2013-01-01,7.2
Indonesia,Weight-for-height <-3 SD (severe wasting), Male, Under 5 years old,Poor,Suburban,No education,2018-01-01,3.9
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, Under 12 months old,Poor,Suburban,No education,2000-01-01,1.0
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, Under 12 months old,Poor,Suburban,No education,2001-01-01,0.9
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, Under 12 months old,Poor,Suburban,No education,2004-01-01,7.3
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, Under 24 months old,Poor,Suburban,No education,2000-01-01,1.0
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, Under 24 months old,Poor,Suburban,No education,2001-01-01,1.0
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, Under 24 months old,Poor,Suburban,No education,2004-01-01,6.7
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, Under 6 months old,Poor,Suburban,No education,2000-01-01,1.2
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, Under 6 months old,Poor,Suburban,No education,2001-01-01,0.8
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, Under 6 months old,Poor,Suburban,No education,2004-01-01,9.2
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, Under 6 months old,Poor,Suburban,No education,2007-01-01,8.0
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, Under 6 months old,Poor,Suburban,No education,2010-01-01,8.6
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, Under 6 months old,Poor,Suburban,No education,2013-01-01,7.7
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, Under 6 months old,Poor,Suburban,No education,2018-01-01,5.1
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 12 to 17 months old,Poor,Suburban,No education,2000-01-01,1.1
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 12 to 17 months old,Poor,Suburban,No education,2001-01-01,1.1
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 12 to 17 months old,Poor,Suburban,No education,2004-01-01,4.4
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 12 to 23 months old,Poor,Suburban,No education,2000-01-01,1.1
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 12 to 23 months old,Poor,Suburban,No education,2001-01-01,1.1
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 12 to 23 months old,Poor,Suburban,No education,2004-01-01,6.3
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 12 to 23 months old,Poor,Suburban,No education,2007-01-01,7.4
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 12 to 23 months old,Poor,Suburban,No education,2010-01-01,6.2
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 12 to 23 months old,Poor,Suburban,No education,2013-01-01,7.7
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 12 to 23 months old,Poor,Suburban,No education,2018-01-01,4.1
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 18 to 23 months old,Poor,Suburban,No education,2000-01-01,1.0
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 18 to 23 months old,Poor,Suburban,No education,2001-01-01,1.0
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 18 to 23 months old,Poor,Suburban,No education,2004-01-01,9.3
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 24 to 29 months old,Poor,Suburban,No education,2000-01-01,1.0
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 24 to 29 months old,Poor,Suburban,No education,2001-01-01,0.9
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 24 to 29 months old,Poor,Suburban,No education,2004-01-01,5.2
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 24 to 35 months old,Poor,Suburban,No education,2000-01-01,0.8
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 24 to 35 months old,Poor,Suburban,No education,2001-01-01,0.8
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 24 to 35 months old,Poor,Suburban,No education,2004-01-01,5.3
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 24 to 35 months old,Poor,Suburban,No education,2007-01-01,7.4
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 24 to 35 months old,Poor,Suburban,No education,2010-01-01,5.4
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 24 to 35 months old,Poor,Suburban,No education,2013-01-01,7.3
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 24 to 35 months old,Poor,Suburban,No education,2018-01-01,3.7
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 24 to 59 months old,Poor,Suburban,No education,2000-01-01,0.8
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 24 to 59 months old,Poor,Suburban,No education,2001-01-01,0.7
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 24 to 59 months old,Poor,Suburban,No education,2004-01-01,4.2
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 30 to 35 months old,Poor,Suburban,No education,2000-01-01,0.6
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 30 to 35 months old,Poor,Suburban,No education,2001-01-01,0.7
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 30 to 35 months old,Poor,Suburban,No education,2004-01-01,5.6
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 36 to 41 months old,Poor,Suburban,No education,2000-01-01,0.7
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 36 to 41 months old,Poor,Suburban,No education,2001-01-01,0.7
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 36 to 41 months old,Poor,Suburban,No education,2004-01-01,5.5
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 36 to 47 months old,Poor,Suburban,No education,2000-01-01,0.7
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 36 to 47 months old,Poor,Suburban,No education,2001-01-01,0.6
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 36 to 47 months old,Poor,Suburban,No education,2004-01-01,5.0
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 36 to 47 months old,Poor,Suburban,No education,2007-01-01,6.2
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 36 to 47 months old,Poor,Suburban,No education,2010-01-01,4.6
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 36 to 47 months old,Poor,Suburban,No education,2013-01-01,5.8
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 36 to 47 months old,Poor,Suburban,No education,2018-01-01,2.6
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 42 to 47 months old,Poor,Suburban,No education,2000-01-01,0.7
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 42 to 47 months old,Poor,Suburban,No education,2001-01-01,0.6
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 42 to 47 months old,Poor,Suburban,No education,2004-01-01,3.7
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 48 to 53 months old,Poor,Suburban,No education,2000-01-01,0.7
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 48 to 53 months old,Poor,Suburban,No education,2001-01-01,0.6
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 48 to 53 months old,Poor,Suburban,No education,2004-01-01,2.7
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 48 to 59 months old,Poor,Suburban,No education,2000-01-01,0.7
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 48 to 59 months old,Poor,Suburban,No education,2001-01-01,0.5
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 48 to 59 months old,Poor,Suburban,No education,2004-01-01,2.5
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 48 to 59 months old,Poor,Suburban,No education,2007-01-01,5.7
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 48 to 59 months old,Poor,Suburban,No education,2010-01-01,4.0
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 48 to 59 months old,Poor,Suburban,No education,2013-01-01,5.3
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 48 to 59 months old,Poor,Suburban,No education,2018-01-01,2.4
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 54 to 59 months old,Poor,Suburban,No education,2000-01-01,0.6
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 54 to 59 months old,Poor,Suburban,No education,2001-01-01,0.4
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 54 to 59 months old,Poor,Suburban,No education,2004-01-01,1.9
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 6 to 11 months old,Poor,Suburban,No education,2000-01-01,0.8
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 6 to 11 months old,Poor,Suburban,No education,2001-01-01,0.9
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 6 to 11 months old,Poor,Suburban,No education,2004-01-01,5.8
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 6 to 11 months old,Poor,Suburban,No education,2007-01-01,6.6
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 6 to 11 months old,Poor,Suburban,No education,2010-01-01,6.0
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 6 to 11 months old,Poor,Suburban,No education,2013-01-01,7.9
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, 6 to 11 months old,Poor,Suburban,No education,2018-01-01,4.8
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, Under 5 years old,Poor,Rural,No education,2004-01-01,5.7
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, Under 5 years old,Poor,Rural,No education,2007-01-01,7.3
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, Under 5 years old,Poor,Rural,No education,2010-01-01,6.0
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, Under 5 years old,Poor,Rural,No education,2013-01-01,7.6
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, Under 5 years old,Poor,Rural,No education,2018-01-01,3.7
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, Under 5 years old,Poor,Urban,No education,2004-01-01,4.2
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, Under 5 years old,Poor,Urban,No education,2007-01-01,5.9
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, Under 5 years old,Poor,Urban,No education,2010-01-01,4.7
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, Under 5 years old,Poor,Urban,No education,2013-01-01,5.8
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, Under 5 years old,Poor,Urban,No education,2018-01-01,3.4
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, Under 5 years old,Poor,Suburban,No education,2000-01-01,0.9
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, Under 5 years old,Poor,Suburban,No education,2001-01-01,0.8
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, Under 5 years old,Poor,Suburban,No education,2004-01-01,5.1
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, Under 5 years old,Poor,Suburban,No education,2007-01-01,6.8
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, Under 5 years old,Poor,Suburban,No education,2010-01-01,5.4
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, Under 5 years old,Poor,Suburban,No education,2013-01-01,6.7
Indonesia,Weight-for-height <-3 SD (severe wasting), Total, Under 5 years old,Poor,Suburban,No education,2018-01-01,3.5
Indonesia,Weight-for-height >+2 SD (overweight), Female, Under 12 months old,Poor,Suburban,No education,2000-01-01,2.4
Indonesia,Weight-for-height >+2 SD (overweight), Female, Under 12 months old,Poor,Suburban,No education,2001-01-01,2.5
Indonesia,Weight-for-height >+2 SD (overweight), Female, Under 12 months old,Poor,Suburban,No education,2004-01-01,11.2
Indonesia,Weight-for-height >+2 SD (overweight), Female, Under 24 months old,Poor,Suburban,No education,2000-01-01,1.8
Indonesia,Weight-for-height >+2 SD (overweight), Female, Under 24 months old,Poor,Suburban,No education,2001-01-01,1.8
Indonesia,Weight-for-height >+2 SD (overweight), Female, Under 24 months old,Poor,Suburban,No education,2004-01-01,7.3
Indonesia,Weight-for-height >+2 SD (overweight), Female, Under 6 months old,Poor,Suburban,No education,2000-01-01,3.3
Indonesia,Weight-for-height >+2 SD (overweight), Female, Under 6 months old,Poor,Suburban,No education,2001-01-01,3.3
Indonesia,Weight-for-height >+2 SD (overweight), Female, Under 6 months old,Poor,Suburban,No education,2004-01-01,12.7
Indonesia,Weight-for-height >+2 SD (overweight), Female, Under 6 months old,Poor,Suburban,No education,2007-01-01,19.5
Indonesia,Weight-for-height >+2 SD (overweight), Female, Under 6 months old,Poor,Suburban,No education,2010-01-01,22.3
Indonesia,Weight-for-height >+2 SD (overweight), Female, Under 6 months old,Poor,Suburban,No education,2013-01-01,21.0
Indonesia,Weight-for-height >+2 SD (overweight), Female, 12 to 17 months old,Poor,Suburban,No education,2000-01-01,1.3
Indonesia,Weight-for-height >+2 SD (overweight), Female, 12 to 17 months old,Poor,Suburban,No education,2001-01-01,1.1
Indonesia,Weight-for-height >+2 SD (overweight), Female, 12 to 17 months old,Poor,Suburban,No education,2004-01-01,5.1
Indonesia,Weight-for-height >+2 SD (overweight), Female, 12 to 23 months old,Poor,Suburban,No education,2000-01-01,1.2
Indonesia,Weight-for-height >+2 SD (overweight), Female, 12 to 23 months old,Poor,Suburban,No education,2001-01-01,1.0
Indonesia,Weight-for-height >+2 SD (overweight), Female, 12 to 23 months old,Poor,Suburban,No education,2004-01-01,4.1
Indonesia,Weight-for-height >+2 SD (overweight), Female, 12 to 23 months old,Poor,Suburban,No education,2007-01-01,11.5
Indonesia,Weight-for-height >+2 SD (overweight), Female, 12 to 23 months old,Poor,Suburban,No education,2010-01-01,12.4
Indonesia,Weight-for-height >+2 SD (overweight), Female, 12 to 23 months old,Poor,Suburban,No education,2013-01-01,10.7
Indonesia,Weight-for-height >+2 SD (overweight), Female, 18 to 23 months old,Poor,Suburban,No education,2000-01-01,1.0
Indonesia,Weight-for-height >+2 SD (overweight), Female, 18 to 23 months old,Poor,Suburban,No education,2001-01-01,1.0
Indonesia,Weight-for-height >+2 SD (overweight), Female, 18 to 23 months old,Poor,Suburban,No education,2004-01-01,2.1
Indonesia,Weight-for-height >+2 SD (overweight), Female, 24 to 29 months old,Poor,Suburban,No education,2000-01-01,0.9
Indonesia,Weight-for-height >+2 SD (overweight), Female, 24 to 29 months old,Poor,Suburban,No education,2001-01-01,1.0
Indonesia,Weight-for-height >+2 SD (overweight), Female, 24 to 29 months old,Poor,Suburban,No education,2004-01-01,2.6
Indonesia,Weight-for-height >+2 SD (overweight), Female, 24 to 35 months old,Poor,Suburban,No education,2000-01-01,0.8
Indonesia,Weight-for-height >+2 SD (overweight), Female, 24 to 35 months old,Poor,Suburban,No education,2001-01-01,0.8
Indonesia,Weight-for-height >+2 SD (overweight), Female, 24 to 35 months old,Poor,Suburban,No education,2004-01-01,2.1
Indonesia,Weight-for-height >+2 SD (overweight), Female, 24 to 35 months old,Poor,Suburban,No education,2007-01-01,10.0
Indonesia,Weight-for-height >+2 SD (overweight), Female, 24 to 35 months old,Poor,Suburban,No education,2010-01-01,11.8
Indonesia,Weight-for-height >+2 SD (overweight), Female, 24 to 35 months old,Poor,Suburban,No education,2013-01-01,9.4
Indonesia,Weight-for-height >+2 SD (overweight), Female, 24 to 59 months old,Poor,Suburban,No education,2000-01-01,0.7
Indonesia,Weight-for-height >+2 SD (overweight), Female, 24 to 59 months old,Poor,Suburban,No education,2001-01-01,0.7
Indonesia,Weight-for-height >+2 SD (overweight), Female, 24 to 59 months old,Poor,Suburban,No education,2004-01-01,3.4
Indonesia,Weight-for-height >+2 SD (overweight), Female, 30 to 35 months old,Poor,Suburban,No education,2000-01-01,0.8
Indonesia,Weight-for-height >+2 SD (overweight), Female, 30 to 35 months old,Poor,Suburban,No education,2001-01-01,0.7
Indonesia,Weight-for-height >+2 SD (overweight), Female, 30 to 35 months old,Poor,Suburban,No education,2004-01-01,1.0
Indonesia,Weight-for-height >+2 SD (overweight), Female, 36 to 41 months old,Poor,Suburban,No education,2000-01-01,0.8
Indonesia,Weight-for-height >+2 SD (overweight), Female, 36 to 41 months old,Poor,Suburban,No education,2001-01-01,0.7
Indonesia,Weight-for-height >+2 SD (overweight), Female, 36 to 41 months old,Poor,Suburban,No education,2004-01-01,4.7
Indonesia,Weight-for-height >+2 SD (overweight), Female, 36 to 47 months old,Poor,Suburban,No education,2000-01-01,0.7
Indonesia,Weight-for-height >+2 SD (overweight), Female, 36 to 47 months old,Poor,Suburban,No education,2001-01-01,0.7
Indonesia,Weight-for-height >+2 SD (overweight), Female, 36 to 47 months old,Poor,Suburban,No education,2004-01-01,3.8
Indonesia,Weight-for-height >+2 SD (overweight), Female, 36 to 47 months old,Poor,Suburban,No education,2007-01-01,9.8
Indonesia,Weight-for-height >+2 SD (overweight), Female, 36 to 47 months old,Poor,Suburban,No education,2010-01-01,10.7
Indonesia,Weight-for-height >+2 SD (overweight), Female, 36 to 47 months old,Poor,Suburban,No education,2013-01-01,9.4
Indonesia,Weight-for-height >+2 SD (overweight), Female, 42 to 47 months old,Poor,Suburban,No education,2000-01-01,0.6
Indonesia,Weight-for-height >+2 SD (overweight), Female, 42 to 47 months old,Poor,Suburban,No education,2001-01-01,0.7
Indonesia,Weight-for-height >+2 SD (overweight), Female, 42 to 47 months old,Poor,Suburban,No education,2004-01-01,1.1
Indonesia,Weight-for-height >+2 SD (overweight), Female, 48 to 53 months old,Poor,Suburban,No education,2000-01-01,0.4
Indonesia,Weight-for-height >+2 SD (overweight), Female, 48 to 53 months old,Poor,Suburban,No education,2001-01-01,0.5
Indonesia,Weight-for-height >+2 SD (overweight), Female, 48 to 53 months old,Poor,Suburban,No education,2004-01-01,3.9
Indonesia,Weight-for-height >+2 SD (overweight), Female, 48 to 59 months old,Poor,Suburban,No education,2000-01-01,0.4
Indonesia,Weight-for-height >+2 SD (overweight), Female, 48 to 59 months old,Poor,Suburban,No education,2001-01-01,0.5
Indonesia,Weight-for-height >+2 SD (overweight), Female, 48 to 59 months old,Poor,Suburban,No education,2004-01-01,4.0
Indonesia,Weight-for-height >+2 SD (overweight), Female, 48 to 59 months old,Poor,Suburban,No education,2007-01-01,9.2
Indonesia,Weight-for-height >+2 SD (overweight), Female, 48 to 59 months old,Poor,Suburban,No education,2010-01-01,11.6
Indonesia,Weight-for-height >+2 SD (overweight), Female, 48 to 59 months old,Poor,Suburban,No education,2013-01-01,9.5
Indonesia,Weight-for-height >+2 SD (overweight), Female, 54 to 59 months old,Poor,Suburban,No education,2000-01-01,0.3
Indonesia,Weight-for-height >+2 SD (overweight), Female, 54 to 59 months old,Poor,Suburban,No education,2001-01-01,0.5
Indonesia,Weight-for-height >+2 SD (overweight), Female, 54 to 59 months old,Poor,Suburban,No education,2004-01-01,4.2
Indonesia,Weight-for-height >+2 SD (overweight), Female, 6 to 11 months old,Poor,Suburban,No education,2000-01-01,1.7
Indonesia,Weight-for-height >+2 SD (overweight), Female, 6 to 11 months old,Poor,Suburban,No education,2001-01-01,1.8
Indonesia,Weight-for-height >+2 SD (overweight), Female, 6 to 11 months old,Poor,Suburban,No education,2004-01-01,10.1
Indonesia,Weight-for-height >+2 SD (overweight), Female, 6 to 11 months old,Poor,Suburban,No education,2007-01-01,14.7
Indonesia,Weight-for-height >+2 SD (overweight), Female, 6 to 11 months old,Poor,Suburban,No education,2010-01-01,19.1
Indonesia,Weight-for-height >+2 SD (overweight), Female, 6 to 11 months old,Poor,Suburban,No education,2013-01-01,15.2
Indonesia,Weight-for-height >+2 SD (overweight), Female, Under 5 years old,Poor,Suburban,No education,2000-01-01,1.3
Indonesia,Weight-for-height >+2 SD (overweight), Female, Under 5 years old,Poor,Suburban,No education,2001-01-01,1.3
Indonesia,Weight-for-height >+2 SD (overweight), Female, Under 5 years old,Poor,Suburban,No education,2004-01-01,4.8
Indonesia,Weight-for-height >+2 SD (overweight), Female, Under 5 years old,Poor,Suburban,No education,2007-01-01,11.2
Indonesia,Weight-for-height >+2 SD (overweight), Female, Under 5 years old,Poor,Suburban,No education,2010-01-01,13.0
Indonesia,Weight-for-height >+2 SD (overweight), Female, Under 5 years old,Poor,Suburban,No education,2013-01-01,11.3
Indonesia,Weight-for-height >+2 SD (overweight), Female, Under 5 years old,Poor,Suburban,No education,2018-01-01,7.7
Indonesia,Weight-for-height >+2 SD (overweight), Male, Under 12 months old,Poor,Suburban,No education,2000-01-01,3.5
Indonesia,Weight-for-height >+2 SD (overweight), Male, Under 12 months old,Poor,Suburban,No education,2001-01-01,3.8
Indonesia,Weight-for-height >+2 SD (overweight), Male, Under 12 months old,Poor,Suburban,No education,2004-01-01,11.3
Indonesia,Weight-for-height >+2 SD (overweight), Male, Under 24 months old,Poor,Suburban,No education,2000-01-01,2.4
Indonesia,Weight-for-height >+2 SD (overweight), Male, Under 24 months old,Poor,Suburban,No education,2001-01-01,2.4
Indonesia,Weight-for-height >+2 SD (overweight), Male, Under 24 months old,Poor,Suburban,No education,2004-01-01,7.5
Indonesia,Weight-for-height >+2 SD (overweight), Male, Under 6 months old,Poor,Suburban,No education,2000-01-01,4.7
Indonesia,Weight-for-height >+2 SD (overweight), Male, Under 6 months old,Poor,Suburban,No education,2001-01-01,5.3
Indonesia,Weight-for-height >+2 SD (overweight), Male, Under 6 months old,Poor,Suburban,No education,2004-01-01,15.2
Indonesia,Weight-for-height >+2 SD (overweight), Male, Under 6 months old,Poor,Suburban,No education,2007-01-01,21.3
Indonesia,Weight-for-height >+2 SD (overweight), Male, Under 6 months old,Poor,Suburban,No education,2010-01-01,21.7
